timestamp,scope,marketId,marketBorrowNative,loanDebtNative,loanAdjustedDebtNative,minInterestFloorNative,marketBorrowInUsd,loanDebtInUsd,loanAdjustedDebtInUsd,minInterestFloorInUsd,adjustedDifferenceInUsd,adjustedCoveragePercent,classification
2026-07-18T14:14:57.487Z,market,ERG,0,0,0,0,0,2236.3650571543176,2236.3650571543176,0,2236.3650571543176,,overcoverage
2026-07-18T14:14:57.487Z,market,ETH,0,0,0,0,0,2860.0228974780002,2860.0228974780002,0,2860.0228974780002,,overcoverage
2026-07-18T14:14:57.487Z,market,IAG,0,0,0,0,0,4201.127193628912,4201.127193628912,0,4201.127193628912,,overcoverage
2026-07-18T14:14:57.487Z,market,IUSD,0,0,0,0,0,115577.02048649128,115577.02048649128,0,115577.02048649128,,overcoverage
2026-07-18T14:14:57.487Z,market,MIN,0,0,0,0,0,17074.30389663459,17074.30389663459,0,17074.30389663459,,overcoverage
2026-07-18T14:14:57.487Z,market,NIGHT,0,0,0,0,0,17353.697096265645,17353.697096265645,0,17353.697096265645,,overcoverage
2026-07-18T14:14:57.487Z,market,SHEN,0,0,0,0,0,2260.706696793688,2260.706696793688,0,2260.706696793688,,overcoverage
2026-07-18T14:14:57.487Z,market,SNEK,0,0,0,0,0,16224.818430000001,16224.818430000001,0,16224.818430000001,,overcoverage
2026-07-18T14:14:57.487Z,market,USDA,0,0,0,0,0,627114.7021590001,627114.7021590001,0,627114.7021590001,,overcoverage
2026-07-18T14:14:57.487Z,market,USDC,0,0,0,0,0,428975.0844353,428975.0844353,0,428975.0844353,,overcoverage
2026-07-18T14:14:57.487Z,market,USDCx,0,0,0,0,0,758604.9751170002,758604.9751170002,0,758604.9751170002,,overcoverage
2026-07-18T14:14:57.487Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,0,0,0,0,0,79738.375845733,79738.375845733,0,79738.375845733,,overcoverage
2026-07-18T14:14:57.487Z,market,USDM,0,0,0,0,0,155907.077388,155907.077388,0,155907.077388,,overcoverage
2026-07-18T14:14:57.487Z,market,USDT,0,0,0,0,0,353533.6374925,353533.6374925,0,353533.6374925,,overcoverage
2026-07-18T14:14:57.487Z,market,WMT,0,0,0,0,0,0,0,0,0,,reconciled
2026-07-18T14:14:57.487Z,protocol,,0,0,0,0,0,4121161.397428115,4121161.397428115,0,4121161.397428115,,overcoverage
2026-07-18T15:55:57.165Z,market,Ada,0,0,0,0,0,585182.7577816318,585182.7577816318,0,585182.7577816318,,overcoverage
2026-07-18T15:55:57.165Z,market,BTC,0,0,0,0,0,31094.395544549996,31094.395544549996,0,31094.395544549996,,overcoverage
2026-07-18T15:55:57.165Z,market,COPI,0,0,0,0,0,0.01715341432871773,0.01715341432871773,0,0.01715341432871773,,reconciled
2026-07-18T15:55:57.165Z,market,DAI,0,0,0,0,0,14.630429,14.630429,0,14.630429,,overcoverage
2026-07-18T15:55:57.165Z,market,DJED,0,0,0,0,0,923309.1126043197,923309.1126043197,0,923309.1126043197,,overcoverage
2026-07-18T15:55:57.165Z,market,ERG,0,0,0,0,0,2236.3671582932398,2236.3671582932398,0,2236.3671582932398,,overcoverage
2026-07-18T15:55:57.165Z,market,ETH,0,0,0,0,0,2860.0511552700004,2860.0511552700004,0,2860.0511552700004,,overcoverage
2026-07-18T15:55:57.165Z,market,IAG,0,0,0,0,0,4201.1291605923,4201.1291605923,0,4201.1291605923,,overcoverage
2026-07-18T15:55:57.165Z,market,IUSD,0,0,0,0,0,115583.8225543254,115583.8225543254,0,115583.8225543254,,overcoverage
2026-07-18T15:55:57.165Z,market,MIN,0,0,0,0,0,17074.42447447,17074.42447447,0,17074.42447447,,overcoverage
2026-07-18T15:55:57.165Z,market,NIGHT,0,0,0,0,0,17353.6972301326,17353.6972301326,0,17353.6972301326,,overcoverage
2026-07-18T15:55:57.165Z,market,SHEN,0,0,0,0,0,2260.7071264537763,2260.7071264537763,0,2260.7071264537763,,overcoverage
2026-07-18T15:55:57.165Z,market,SNEK,0,0,0,0,0,16224.874770800001,16224.874770800001,0,16224.874770800001,,overcoverage
2026-07-18T15:55:57.165Z,market,USDA,0,0,0,0,0,627195.2405460003,627195.2405460003,0,627195.2405460003,,overcoverage
2026-07-18T15:55:57.165Z,market,USDC,0,0,0,0,0,429010.81255905,429010.81255905,0,429010.81255905,,overcoverage
2026-07-18T15:55:57.165Z,market,USDCx,0,0,0,0,0,758632.517937,758632.517937,0,758632.517937,,overcoverage
2026-07-18T15:55:57.165Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,0,0,0,0,0,80836.9132280784,80836.9132280784,0,80836.9132280784,,overcoverage
